  i  Z(km)      P(bar)      T(K)  
 46 1.7962E+06 6.8653E+03 1.9969E+02
 47 1.7506E+06 8.0194E+03 1.9968E+02
 48 1.7055E+06 9.3510E+03 1.9967E+02
 49 1.6610E+06 1.0884E+04 1.9966E+02
 50 1.6170E+06 1.2646E+04 1.9965E+02
 51 1.5736E+06 1.4668E+04 1.9965E+02
 52 1.5307E+06 1.6982E+04 1.9965E+02
 53 1.4883E+06 1.9626E+04 1.9966E+02
 54 1.4464E+06 2.2642E+04 1.9967E+02
 55 1.4051E+06 2.6074E+04 1.9968E+02
 56 1.3643E+06 2.9974E+04 1.9969E+02
 57 1.3240E+06 3.4396E+04 1.9970E+02
 58 1.2843E+06 3.9399E+04 1.9971E+02
 59 1.2451E+06 4.5051E+04 1.9971E+02
 60 1.2064E+06 5.1421E+04 1.9972E+02
 61 1.1682E+06 5.8588E+04 1.9973E+02
 62 1.1306E+06 6.6635E+04 1.9974E+02
 63 1.0934E+06 7.5653E+04 1.9975E+02
 64 1.0569E+06 8.5738E+04 1.9976E+02
 65 1.0208E+06 9.6996E+04 1.9978E+02
 66 9.8525E+05 1.0954E+05 1.9980E+02
 67 9.5024E+05 1.2348E+05 1.9982E+02
 68 9.1575E+05 1.3895E+05 1.9983E+02
 69 8.8179E+05 1.5607E+05 1.9985E+02
 70 8.4835E+05 1.7500E+05 1.9986E+02
 71 8.1544E+05 1.9588E+05 1.9987E+02
 72 7.8305E+05 2.1885E+05 1.9988E+02
 73 7.5119E+05 2.4409E+05 1.9989E+02
 74 7.1986E+05 2.7175E+05 1.9990E+02
 75 6.8905E+05 3.0201E+05 1.9991E+02
 76 6.5876E+05 3.3504E+05 1.9991E+02
 77 6.2900E+05 3.7102E+05 1.9993E+02
 78 5.9977E+05 4.1014E+05 1.9995E+02
 79 5.7105E+05 4.5257E+05 1.9998E+02
 80 5.4286E+05 4.9851E+05 2.0006E+02
 81 5.1517E+05 5.4813E+05 2.0018E+02
 82 4.8799E+05 6.0163E+05 2.0045E+02
 83 4.6120E+05 6.5916E+05 2.0212E+02
 84 4.3457E+05 7.2092E+05 2.0629E+02
 85 4.0786E+05 7.8707E+05 2.1166E+02
 86 3.8102E+05 8.5775E+05 2.1704E+02
 87 3.5409E+05 9.3312E+05 2.2240E+02
 88 3.2710E+05 1.0133E+06 2.2774E+02
 89 3.0007E+05 1.0984E+06 2.3302E+02
 90 2.7305E+05 1.1886E+06 2.3822E+02
 91 2.4607E+05 1.2838E+06 2.4330E+02
 92 2.1917E+05 1.3843E+06 2.4822E+02
 93 1.9240E+05 1.4899E+06 2.5295E+02
 94 1.6581E+05 1.6008E+06 2.5746E+02
 95 1.3943E+05 1.7168E+06 2.6173E+02
 96 1.1333E+05 1.8380E+06 2.6574E+02
 97 8.7525E+04 1.9643E+06 2.6966E+02
 98 6.2059E+04 2.0954E+06 2.7346E+02
 99 3.6964E+04 2.2314E+06 2.7705E+02
100 1.2274E+04 2.3720E+06 2.8047E+02
  i  qc(g/g)   qt(g/g)   clima_qt(g/g)  
  1 0.0000E+00 1.9150E-06 3.2925E-06
  2 0.0000E+00 1.9150E-06 3.2925E-06
  3 0.0000E+00 1.9150E-06 3.2925E-06
  4 0.0000E+00 1.9150E-06 3.2925E-06
  5 0.0000E+00 1.9150E-06 3.2925E-06
  6 0.0000E+00 1.9150E-06 3.2925E-06
  7 0.0000E+00 1.9150E-06 3.2925E-06
  8 0.0000E+00 1.9150E-06 3.2925E-06
  9 0.0000E+00 1.9150E-06 3.2925E-06
 10 0.0000E+00 1.9150E-06 3.2925E-06
 11 0.0000E+00 1.9150E-06 3.2925E-06
 12 0.0000E+00 1.9150E-06 3.2925E-06
 13 0.0000E+00 1.9150E-06 3.2925E-06
 14 0.0000E+00 1.9150E-06 3.2925E-06
 15 0.0000E+00 1.9150E-06 3.2925E-06
 16 0.0000E+00 1.9150E-06 3.2925E-06
 17 0.0000E+00 1.9150E-06 3.2925E-06
 18 0.0000E+00 1.9150E-06 3.2925E-06
 19 0.0000E+00 1.9150E-06 3.2925E-06
 20 0.0000E+00 1.9150E-06 3.2925E-06
 21 0.0000E+00 1.9150E-06 3.2925E-06
 22 0.0000E+00 1.9150E-06 3.2925E-06
 23 0.0000E+00 1.9150E-06 3.2925E-06
 24 0.0000E+00 1.9150E-06 3.2925E-06
 25 0.0000E+00 1.9150E-06 3.2925E-06
 26 0.0000E+00 1.9150E-06 3.2925E-06
 27 0.0000E+00 1.9150E-06 3.2925E-06
 28 0.0000E+00 1.9150E-06 3.2925E-06
 29 0.0000E+00 1.9150E-06 3.2925E-06
 30 0.0000E+00 1.9150E-06 3.2925E-06
 31 0.0000E+00 1.9150E-06 3.2925E-06
 32 0.0000E+00 1.9150E-06 3.2925E-06
 33 0.0000E+00 1.9150E-06 3.2925E-06
 34 0.0000E+00 1.9150E-06 3.2925E-06
 35 0.0000E+00 1.9150E-06 3.2925E-06
 36 0.0000E+00 1.9150E-06 3.2925E-06
 37 0.0000E+00 1.9150E-06 3.2925E-06
 38 0.0000E+00 1.9150E-06 3.2925E-06
 39 0.0000E+00 1.9150E-06 3.2925E-06
 40 0.0000E+00 1.9150E-06 3.2925E-06
 41 0.0000E+00 1.9150E-06 3.2925E-06
 42 0.0000E+00 1.9150E-06 3.2925E-06
 43 0.0000E+00 1.9150E-06 3.2925E-06
 44 0.0000E+00 1.9150E-06 3.2925E-06
 45 0.0000E+00 1.9150E-06 3.2925E-06
 46 0.0000E+00 1.9150E-06 3.2925E-06
 47 0.0000E+00 1.9150E-06 3.2925E-06
 48 0.0000E+00 1.9150E-06 3.2925E-06
 49 0.0000E+00 1.9150E-06 3.2925E-06
 50 0.0000E+00 1.9150E-06 3.2925E-06
 51 0.0000E+00 1.9150E-06 3.2925E-06
 52 0.0000E+00 1.9150E-06 3.2925E-06
 53 0.0000E+00 1.9150E-06 3.2925E-06
 54 0.0000E+00 1.9150E-06 3.2925E-06
 55 0.0000E+00 1.9150E-06 3.2925E-06
 56 0.0000E+00 1.9150E-06 3.2925E-06
 57 0.0000E+00 1.9150E-06 3.2925E-06
 58 0.0000E+00 1.9150E-06 3.2925E-06
 59 0.0000E+00 1.9150E-06 3.2925E-06
 60 0.0000E+00 1.9150E-06 3.2925E-06
 61 0.0000E+00 1.9150E-06 3.2925E-06
 62 0.0000E+00 1.9150E-06 3.2925E-06
 63 0.0000E+00 1.9150E-06 3.2925E-06
 64 0.0000E+00 1.9150E-06 3.2925E-06
 65 0.0000E+00 1.9150E-06 3.2925E-06
 66 0.0000E+00 1.9150E-06 3.2925E-06
 67 0.0000E+00 1.9150E-06 3.2925E-06
 68 0.0000E+00 1.9150E-06 3.2925E-06
 69 0.0000E+00 1.9150E-06 3.2925E-06
 70 0.0000E+00 1.9150E-06 3.2925E-06
 71 0.0000E+00 1.9150E-06 3.2925E-06
 72 0.0000E+00 1.9150E-06 3.2925E-06
 73 0.0000E+00 1.9150E-06 3.2925E-06
 74 0.0000E+00 1.9150E-06 3.2925E-06
 75 0.0000E+00 1.9150E-06 3.2925E-06
 76 0.0000E+00 1.9150E-06 3.2925E-06
 77 0.0000E+00 1.9150E-06 3.2925E-06
 78 0.0000E+00 1.9150E-06 3.2925E-06
 79 0.0000E+00 1.9150E-06 3.2925E-06
 80 0.0000E+00 1.9150E-06 3.2925E-06
 81 1.3931E-08 1.9141E-06 2.9911E-06
 82 0.0000E+00 1.9150E-06 3.4246E-06
 83 3.0187E-04 3.0472E-04 5.6009E-06
 84 3.4567E-04 3.5087E-04 1.0922E-05
 85 3.9557E-04 4.0552E-04 2.0563E-05
 86 4.5202E-04 4.7044E-04 3.7411E-05
 87 5.1469E-04 5.4766E-04 6.5797E-05
 88 5.8240E-04 6.3942E-04 1.1186E-04
 89 6.5282E-04 7.4812E-04 1.8373E-04
 90 7.2225E-04 8.7609E-04 2.9139E-04
 91 7.8579E-04 1.0254E-03 4.4590E-04
 92 8.3771E-04 1.1978E-03 6.5820E-04
 93 8.7231E-04 1.3944E-03 9.3752E-04
 94 8.8500E-04 1.6155E-03 1.2900E-03
 95 8.7343E-04 1.8618E-03 1.7180E-03
 96 8.2823E-04 2.1326E-03 2.2487E-03
 97 6.9997E-04 2.3925E-03 2.9017E-03
 98 4.8189E-04 2.5895E-03 3.5422E-03
 99 1.5802E-04 2.6926E-03 4.2461E-03
100 0.0000E+00 2.7173E-03 4.5887E-03
 
  i  Z(km)      P(bar)      T(K)  
  1 4.3914E+06 1.0000E+00 2.2381E+02
  2 4.3140E+06 1.2655E+00 2.1945E+02
  3 4.2389E+06 1.5986E+00 2.1336E+02
  4 4.1667E+06 2.0159E+00 2.0701E+02
  5 4.0969E+06 2.5375E+00 2.0183E+02
  6 4.0293E+06 3.1884E+00 1.9781E+02
  7 3.9634E+06 3.9991E+00 1.9487E+02
  8 3.8988E+06 5.0071E+00 1.9281E+02
  9 3.8354E+06 6.2580E+00 1.9145E+02
 10 3.7728E+06 7.8076E+00 1.9075E+02
 11 3.7108E+06 9.7234E+00 1.9062E+02
 12 3.6493E+06 1.2088E+01 1.9097E+02
 13 3.5882E+06 1.5001E+01 1.9171E+02
 14 3.5273E+06 1.8582E+01 1.9271E+02
 15 3.4666E+06 2.2978E+01 1.9384E+02
 16 3.4061E+06 2.8363E+01 1.9500E+02
 17 3.3457E+06 3.4948E+01 1.9610E+02
 18 3.2856E+06 4.2985E+01 1.9707E+02
 19 3.2257E+06 5.2776E+01 1.9788E+02
 20 3.1661E+06 6.4683E+01 1.9849E+02
 21 3.1070E+06 7.9135E+01 1.9893E+02
 22 3.0482E+06 9.6643E+01 1.9921E+02
 23 2.9899E+06 1.1782E+02 1.9937E+02
 24 2.9321E+06 1.4337E+02 1.9946E+02
 25 2.8749E+06 1.7416E+02 1.9949E+02
 26 2.8181E+06 2.1118E+02 1.9949E+02
 27 2.7619E+06 2.5562E+02 1.9948E+02
 28 2.7063E+06 3.0887E+02 1.9946E+02
 29 2.6511E+06 3.7253E+02 1.9944E+02
 30 2.5966E+06 4.4853E+02 1.9942E+02
 31 2.5425E+06 5.3906E+02 1.9941E+02
 32 2.4890E+06 6.4672E+02 1.9940E+02
 33 2.4361E+06 7.7450E+02 1.9940E+02
 34 2.3836E+06 9.2587E+02 1.9941E+02
 35 2.3317E+06 1.1049E+03 1.9943E+02
 36 2.2803E+06 1.3161E+03 1.9946E+02
 37 2.2295E+06 1.5650E+03 1.9949E+02
 38 2.1792E+06 1.8576E+03 1.9952E+02
 39 2.1294E+06 2.2010E+03 1.9956E+02
 40 2.0801E+06 2.6032E+03 1.9959E+02
 41 2.0313E+06 3.0735E+03 1.9962E+02
 42 1.9831E+06 3.6223E+03 1.9964E+02
 43 1.9354E+06 4.2615E+03 1.9966E+02
 44 1.8883E+06 5.0046E+03 1.9967E+02
 45 1.8416E+06 5.8668E+03 1.9968E+02
 46 1.7955E+06 6.8653E+03 1.9967E+02
 47 1.7499E+06 8.0194E+03 1.9967E+02
 48 1.7049E+06 9.3510E+03 1.9966E+02
 49 1.6604E+06 1.0884E+04 1.9965E+02
 50 1.6164E+06 1.2646E+04 1.9964E+02
 51 1.5730E+06 1.4668E+04 1.9964E+02
 52 1.5301E+06 1.6982E+04 1.9964E+02
 53 1.4877E+06 1.9626E+04 1.9964E+02
 54 1.4458E+06 2.2642E+04 1.9965E+02
 55 1.4045E+06 2.6074E+04 1.9966E+02
 56 1.3637E+06 2.9974E+04 1.9968E+02
 57 1.3234E+06 3.4396E+04 1.9969E+02
 58 1.2837E+06 3.9399E+04 1.9969E+02
 59 1.2444E+06 4.5051E+04 1.9970E+02
 60 1.2058E+06 5.1421E+04 1.9971E+02
 61 1.1676E+06 5.8588E+04 1.9971E+02
 62 1.1300E+06 6.6635E+04 1.9972E+02
 63 1.0928E+06 7.5653E+04 1.9974E+02
 64 1.0563E+06 8.5738E+04 1.9975E+02
 65 1.0202E+06 9.6996E+04 1.9977E+02
 66 9.8466E+05 1.0954E+05 1.9979E+02
 67 9.4965E+05 1.2348E+05 1.9981E+02
 68 9.1516E+05 1.3895E+05 1.9982E+02
 69 8.8120E+05 1.5607E+05 1.9984E+02
 70 8.4777E+05 1.7500E+05 1.9985E+02
 71 8.1486E+05 1.9588E+05 1.9986E+02
 72 7.8247E+05 2.1885E+05 1.9987E+02
 73 7.5061E+05 2.4409E+05 1.9988E+02
 74 7.1928E+05 2.7175E+05 1.9989E+02
 75 6.8847E+05 3.0201E+05 1.9990E+02
 76 6.5818E+05 3.3504E+05 1.9991E+02
 77 6.2842E+05 3.7102E+05 1.9992E+02
 78 5.9919E+05 4.1014E+05 1.9995E+02
 79 5.7047E+05 4.5257E+05 1.9999E+02
 80 5.4227E+05 4.9851E+05 2.0007E+02
 81 5.1459E+05 5.4813E+05 2.0022E+02
 82 4.8738E+05 6.0163E+05 2.0072E+02
 83 4.6060E+05 6.5916E+05 2.0181E+02
 84 4.3400E+05 7.2092E+05 2.0597E+02
 85 4.0733E+05 7.8707E+05 2.1134E+02
 86 3.8054E+05 8.5775E+05 2.1672E+02
 87 3.5365E+05 9.3312E+05 2.2209E+02
 88 3.2669E+05 1.0133E+06 2.2743E+02
 89 2.9970E+05 1.0984E+06 2.3271E+02
 90 2.7272E+05 1.1886E+06 2.3791E+02
 91 2.4577E+05 1.2838E+06 2.4299E+02
 92 2.1891E+05 1.3843E+06 2.4791E+02
 93 1.9217E+05 1.4899E+06 2.5264E+02
 94 1.6561E+05 1.6008E+06 2.5715E+02
 95 1.3927E+05 1.7168E+06 2.6142E+02
 96 1.1319E+05 1.8380E+06 2.6543E+02
 97 8.7423E+04 1.9643E+06 2.6934E+02
 98 6.1987E+04 2.0954E+06 2.7315E+02
 99 3.6921E+04 2.2314E+06 2.7673E+02
100 1.2260E+04 2.3720E+06 2.8016E+02
  i  qc(g/g)   qt(g/g)   clima_qt(g/g)  
  1 0.0000E+00 2.1080E-06 3.2925E-06
  2 0.0000E+00 2.1080E-06 3.2925E-06
  3 0.0000E+00 2.1080E-06 3.2925E-06
  4 0.0000E+00 2.1080E-06 3.2925E-06
  5 0.0000E+00 2.1080E-06 3.2925E-06
  6 0.0000E+00 2.1080E-06 3.2925E-06
  7 0.0000E+00 2.1080E-06 3.2925E-06
  8 0.0000E+00 2.1080E-06 3.2925E-06
  9 0.0000E+00 2.1080E-06 3.2925E-06
 10 0.0000E+00 2.1080E-06 3.2925E-06
 11 0.0000E+00 2.1080E-06 3.2925E-06
 12 0.0000E+00 2.1080E-06 3.2925E-06
 13 0.0000E+00 2.1080E-06 3.2925E-06
 14 0.0000E+00 2.1080E-06 3.2925E-06
 15 0.0000E+00 2.1080E-06 3.2925E-06
 16 0.0000E+00 2.1080E-06 3.2925E-06
 17 0.0000E+00 2.1080E-06 3.2925E-06
 18 0.0000E+00 2.1080E-06 3.2925E-06
 19 0.0000E+00 2.1080E-06 3.2925E-06
 20 0.0000E+00 2.1080E-06 3.2925E-06
 21 0.0000E+00 2.1080E-06 3.2925E-06
 22 0.0000E+00 2.1080E-06 3.2925E-06
 23 0.0000E+00 2.1080E-06 3.2925E-06
 24 0.0000E+00 2.1080E-06 3.2925E-06
 25 0.0000E+00 2.1080E-06 3.2925E-06
 26 0.0000E+00 2.1080E-06 3.2925E-06
 27 0.0000E+00 2.1080E-06 3.2925E-06
 28 0.0000E+00 2.1080E-06 3.2925E-06
 29 0.0000E+00 2.1080E-06 3.2925E-06
 30 0.0000E+00 2.1080E-06 3.2925E-06
 31 0.0000E+00 2.1080E-06 3.2925E-06
 32 0.0000E+00 2.1080E-06 3.2925E-06
 33 0.0000E+00 2.1080E-06 3.2925E-06
 34 0.0000E+00 2.1080E-06 3.2925E-06
 35 0.0000E+00 2.1080E-06 3.2925E-06
 36 0.0000E+00 2.1080E-06 3.2925E-06
 37 0.0000E+00 2.1080E-06 3.2925E-06
 38 0.0000E+00 2.1080E-06 3.2925E-06
 39 0.0000E+00 2.1080E-06 3.2925E-06
 40 0.0000E+00 2.1080E-06 3.2925E-06
 41 0.0000E+00 2.1080E-06 3.2925E-06
 42 0.0000E+00 2.1080E-06 3.2925E-06
 43 0.0000E+00 2.1080E-06 3.2925E-06
 44 0.0000E+00 2.1080E-06 3.2925E-06
 45 0.0000E+00 2.1080E-06 3.2925E-06
 46 0.0000E+00 2.1080E-06 3.2925E-06
 47 0.0000E+00 2.1080E-06 3.2925E-06
 48 0.0000E+00 2.1080E-06 3.2925E-06
 49 0.0000E+00 2.1080E-06 3.2925E-06
 50 0.0000E+00 2.1080E-06 3.2925E-06
 51 0.0000E+00 2.1080E-06 3.2925E-06
 52 0.0000E+00 2.1080E-06 3.2925E-06
 53 0.0000E+00 2.1080E-06 3.2925E-06
 54 0.0000E+00 2.1080E-06 3.2925E-06
 55 0.0000E+00 2.1080E-06 3.2925E-06
 56 0.0000E+00 2.1080E-06 3.2925E-06
 57 0.0000E+00 2.1080E-06 3.2925E-06
 58 0.0000E+00 2.1080E-06 3.2925E-06
 59 0.0000E+00 2.1080E-06 3.2925E-06
 60 0.0000E+00 2.1080E-06 3.2925E-06
 61 0.0000E+00 2.1080E-06 3.2925E-06
 62 0.0000E+00 2.1080E-06 3.2925E-06
 63 0.0000E+00 2.1080E-06 3.2925E-06
 64 0.0000E+00 2.1080E-06 3.2925E-06
 65 0.0000E+00 2.1080E-06 3.2925E-06
 66 0.0000E+00 2.1080E-06 3.2925E-06
 67 0.0000E+00 2.1080E-06 3.2925E-06
 68 0.0000E+00 2.1080E-06 3.2925E-06
 69 0.0000E+00 2.1080E-06 3.2925E-06
 70 0.0000E+00 2.1080E-06 3.2925E-06
 71 0.0000E+00 2.1080E-06 3.2925E-06
 72 0.0000E+00 2.1080E-06 3.2925E-06
 73 0.0000E+00 2.1080E-06 3.2925E-06
 74 0.0000E+00 2.1080E-06 3.2925E-06
 75 0.0000E+00 2.1080E-06 3.2925E-06
 76 0.0000E+00 2.1080E-06 3.2925E-06
 77 0.0000E+00 2.1080E-06 3.2925E-06
 78 0.0000E+00 2.1080E-06 3.2925E-06
 79 0.0000E+00 2.1080E-06 3.2925E-06
 80 7.0953E-08 2.1035E-06 3.2925E-06
 81 1.5232E-07 2.0983E-06 3.0774E-06
 82 2.5648E-04 2.5849E-04 3.1645E-06
 83 2.9393E-04 2.9665E-04 5.3523E-06
 84 3.3661E-04 3.4158E-04 1.0461E-05
 85 3.8525E-04 3.9480E-04 1.9737E-05
 86 4.4032E-04 4.5803E-04 3.5978E-05
 87 5.0152E-04 5.3325E-04 6.3391E-05
 88 5.6770E-04 6.2268E-04 1.0795E-04
 89 6.3662E-04 7.2865E-04 1.7758E-04
 90 7.0471E-04 8.5349E-04 2.8203E-04
 91 7.6719E-04 9.9928E-04 4.3214E-04
 92 8.1848E-04 1.1677E-03 6.3863E-04
 93 8.5304E-04 1.3598E-03 9.1060E-04
 94 8.6641E-04 1.5763E-03 1.2541E-03
 95 8.5634E-04 1.8176E-03 1.6716E-03
 96 8.1385E-04 2.0835E-03 2.1898E-03
 97 6.9073E-04 2.3395E-03 2.8219E-03
 98 4.7268E-04 2.5335E-03 3.4708E-03
 99 1.5474E-04 2.6346E-03 4.1545E-03
100 0.0000E+00 2.6587E-03 4.4998E-03
 
  i  Z(km)      P(bar)      T(K)  
  1 4.3886E+06 1.0000E+00 2.2076E+02
  2 4.3120E+06 1.2655E+00 2.1777E+02
  3 4.2374E+06 1.5986E+00 2.1288E+02
  4 4.1651E+06 2.0159E+00 2.0773E+02
  5 4.0951E+06 2.5375E+00 2.0228E+02
  6 4.0275E+06 3.1884E+00 1.9760E+02
  7 3.9616E+06 3.9991E+00 1.9468E+02
  8 3.8971E+06 5.0071E+00 1.9260E+02
  9 3.8337E+06 6.2580E+00 1.9115E+02
 10 3.7713E+06 7.8076E+00 1.9041E+02
 11 3.7094E+06 9.7234E+00 1.9025E+02
 12 3.6481E+06 1.2088E+01 1.9060E+02
 13 3.5871E+06 1.5001E+01 1.9134E+02
 14 3.5263E+06 1.8582E+01 1.9235E+02
 15 3.4657E+06 2.2978E+01 1.9351E+02
 16 3.4053E+06 2.8363E+01 1.9470E+02
 17 3.3450E+06 3.4948E+01 1.9584E+02
 18 3.2849E+06 4.2985E+01 1.9686E+02
 19 3.2251E+06 5.2776E+01 1.9770E+02
 20 3.1656E+06 6.4683E+01 1.9836E+02
 21 3.1064E+06 7.9135E+01 1.9882E+02
 22 3.0477E+06 9.6643E+01 1.9913E+02
 23 2.9894E+06 1.1782E+02 1.9932E+02
 24 2.9316E+06 1.4337E+02 1.9941E+02
 25 2.8744E+06 1.7416E+02 1.9945E+02
 26 2.8177E+06 2.1118E+02 1.9945E+02
 27 2.7615E+06 2.5562E+02 1.9944E+02
 28 2.7058E+06 3.0887E+02 1.9942E+02
 29 2.6507E+06 3.7253E+02 1.9940E+02
 30 2.5962E+06 4.4853E+02 1.9939E+02
 31 2.5421E+06 5.3906E+02 1.9937E+02
 32 2.4886E+06 6.4672E+02 1.9937E+02
 33 2.4357E+06 7.7450E+02 1.9937E+02
 34 2.3833E+06 9.2587E+02 1.9938E+02
 35 2.3314E+06 1.1049E+03 1.9940E+02
 36 2.2800E+06 1.3161E+03 1.9942E+02
 37 2.2292E+06 1.5650E+03 1.9946E+02
 38 2.1788E+06 1.8576E+03 1.9949E+02
 39 2.1290E+06 2.2010E+03 1.9953E+02
 40 2.0798E+06 2.6032E+03 1.9956E+02
 41 2.0310E+06 3.0735E+03 1.9959E+02
 42 1.9828E+06 3.6223E+03 1.9962E+02
 43 1.9351E+06 4.2615E+03 1.9963E+02
 44 1.8880E+06 5.0046E+03 1.9965E+02
 45 1.8413E+06 5.8668E+03 1.9965E+02
 46 1.7952E+06 6.8653E+03 1.9965E+02
 47 1.7497E+06 8.0194E+03 1.9964E+02
 48 1.7046E+06 9.3510E+03 1.9963E+02
 49 1.6601E+06 1.0884E+04 1.9962E+02
 50 1.6161E+06 1.2646E+04 1.9962E+02
 51 1.5727E+06 1.4668E+04 1.9961E+02
 52 1.5298E+06 1.6982E+04 1.9961E+02
 53 1.4874E+06 1.9626E+04 1.9962E+02
 54 1.4456E+06 2.2642E+04 1.9963E+02
 55 1.4043E+06 2.6074E+04 1.9964E+02
 56 1.3635E+06 2.9974E+04 1.9965E+02
 57 1.3232E+06 3.4396E+04 1.9966E+02
 58 1.2834E+06 3.9399E+04 1.9967E+02
 59 1.2442E+06 4.5051E+04 1.9968E+02
 60 1.2055E+06 5.1421E+04 1.9969E+02
 61 1.1674E+06 5.8588E+04 1.9969E+02
 62 1.1297E+06 6.6635E+04 1.9971E+02
 63 1.0926E+06 7.5653E+04 1.9972E+02
 64 1.0561E+06 8.5738E+04 1.9974E+02
 65 1.0200E+06 9.6996E+04 1.9976E+02
 66 9.8447E+05 1.0954E+05 1.9978E+02
 67 9.4946E+05 1.2348E+05 1.9980E+02
 68 9.1498E+05 1.3895E+05 1.9981E+02
 69 8.8102E+05 1.5607E+05 1.9983E+02
 70 8.4758E+05 1.7500E+05 1.9984E+02
 71 8.1467E+05 1.9588E+05 1.9985E+02
 72 7.8229E+05 2.1885E+05 1.9986E+02
 73 7.5043E+05 2.4409E+05 1.9987E+02
 74 7.1910E+05 2.7175E+05 1.9988E+02
 75 6.8829E+05 3.0201E+05 1.9989E+02
 76 6.5801E+05 3.3504E+05 1.9991E+02
 77 6.2825E+05 3.7102E+05 1.9992E+02
 78 5.9901E+05 4.1014E+05 1.9995E+02
 79 5.7030E+05 4.5257E+05 2.0000E+02
 80 5.4210E+05 4.9851E+05 2.0008E+02
 81 5.1441E+05 5.4813E+05 2.0028E+02
 82 4.8719E+05 6.0163E+05 2.0079E+02
 83 4.6041E+05 6.5916E+05 2.0171E+02
 84 4.3383E+05 7.2092E+05 2.0587E+02
 85 4.0717E+05 7.8707E+05 2.1125E+02
 86 3.8039E+05 8.5775E+05 2.1662E+02
 87 3.5351E+05 9.3312E+05 2.2199E+02
 88 3.2656E+05 1.0133E+06 2.2733E+02
 89 2.9959E+05 1.0984E+06 2.3261E+02
 90 2.7261E+05 1.1886E+06 2.3781E+02
 91 2.4568E+05 1.2838E+06 2.4289E+02
 92 2.1883E+05 1.3843E+06 2.4781E+02
 93 1.9210E+05 1.4899E+06 2.5254E+02
 94 1.6555E+05 1.6008E+06 2.5705E+02
 95 1.3922E+05 1.7168E+06 2.6132E+02
 96 1.1315E+05 1.8380E+06 2.6533E+02
 97 8.7391E+04 1.9643E+06 2.6924E+02
 98 6.1965E+04 2.0954E+06 2.7305E+02
 99 3.6908E+04 2.2314E+06 2.7664E+02
100 1.2256E+04 2.3720E+06 2.8006E+02
  i  qc(g/g)   qt(g/g)   clima_qt(g/g)  
  1 0.0000E+00 2.1080E-06 3.2925E-06
  2 0.0000E+00 2.1080E-06 3.2925E-06
  3 0.0000E+00 2.1080E-06 3.2925E-06
  4 0.0000E+00 2.1080E-06 3.2925E-06
  5 0.0000E+00 2.1080E-06 3.2925E-06
  6 0.0000E+00 2.1080E-06 3.2925E-06
  7 0.0000E+00 2.1080E-06 3.2925E-06
  8 0.0000E+00 2.1080E-06 3.2925E-06
  9 0.0000E+00 2.1080E-06 3.2925E-06
 10 0.0000E+00 2.1080E-06 3.2925E-06
 11 0.0000E+00 2.1080E-06 3.2925E-06
 12 0.0000E+00 2.1080E-06 3.2925E-06
 13 0.0000E+00 2.1080E-06 3.2925E-06
 14 0.0000E+00 2.1080E-06 3.2925E-06
 15 0.0000E+00 2.1080E-06 3.2925E-06
 16 0.0000E+00 2.1080E-06 3.2925E-06
 17 0.0000E+00 2.1080E-06 3.2925E-06
 18 0.0000E+00 2.1080E-06 3.2925E-06
 19 0.0000E+00 2.1080E-06 3.2925E-06
 20 0.0000E+00 2.1080E-06 3.2925E-06
 21 0.0000E+00 2.1080E-06 3.2925E-06
 22 0.0000E+00 2.1080E-06 3.2925E-06
 23 0.0000E+00 2.1080E-06 3.2925E-06
 24 0.0000E+00 2.1080E-06 3.2925E-06
 25 0.0000E+00 2.1080E-06 3.2925E-06
 26 0.0000E+00 2.1080E-06 3.2925E-06
 27 0.0000E+00 2.1080E-06 3.2925E-06
 28 0.0000E+00 2.1080E-06 3.2925E-06
 29 0.0000E+00 2.1080E-06 3.2925E-06
 30 0.0000E+00 2.1080E-06 3.2925E-06
 31 0.0000E+00 2.1080E-06 3.2925E-06
 32 0.0000E+00 2.1080E-06 3.2925E-06
 33 0.0000E+00 2.1080E-06 3.2925E-06
 34 0.0000E+00 2.1080E-06 3.2925E-06
 35 0.0000E+00 2.1080E-06 3.2925E-06
 36 0.0000E+00 2.1080E-06 3.2925E-06
 37 0.0000E+00 2.1080E-06 3.2925E-06
 38 0.0000E+00 2.1080E-06 3.2925E-06
 39 0.0000E+00 2.1080E-06 3.2925E-06
 40 0.0000E+00 2.1080E-06 3.2925E-06
 41 0.0000E+00 2.1080E-06 3.2925E-06
 42 0.0000E+00 2.1080E-06 3.2925E-06
 43 0.0000E+00 2.1080E-06 3.2925E-06
 44 0.0000E+00 2.1080E-06 3.2925E-06
 45 0.0000E+00 2.1080E-06 3.2925E-06
 46 0.0000E+00 2.1080E-06 3.2925E-06
 47 0.0000E+00 2.1080E-06 3.2925E-06
 48 0.0000E+00 2.1080E-06 3.2925E-06
 49 0.0000E+00 2.1080E-06 3.2925E-06
 50 0.0000E+00 2.1080E-06 3.2925E-06
 51 0.0000E+00 2.1080E-06 3.2925E-06
 52 0.0000E+00 2.1080E-06 3.2925E-06
 53 0.0000E+00 2.1080E-06 3.2925E-06
 54 0.0000E+00 2.1080E-06 3.2925E-06
 55 0.0000E+00 2.1080E-06 3.2925E-06
 56 0.0000E+00 2.1080E-06 3.2925E-06
 57 0.0000E+00 2.1080E-06 3.2925E-06
